,구,주소,어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월
202,용산구,(04421) 서울특별시 용산구 이촌로 201 202동 101호(한가람아파트),즐거운어린이집,B,보통,우수,우수,우수,2020.01
203,용산구,(04346) 서울특별시 용산구 회나무로28길 13 ,지구촌어린이집,A,우수,우수,우수,우수,2023.03
204,용산구,(04306) 서울특별시 용산구 효창원로94길 23 (청파동1가),청운어린이집,B,우수,우수,우수,보통,2021.02
205,용산구,(04309) 서울특별시 용산구 청파로49길 19 (청파동2가),청파어린이집,A,우수,우수,우수,우수,2019.09
206,용산구,"(04416) 서울특별시 용산구 보광로 14 A동 108호(보광동, 신동아1차아파트)",청화어린이집,B,우수,보통,우수,우수,2021.01
207,용산구,"(04421) 서울특별시 용산구 이촌로 181 108동 103호(이촌동, 한강대우아파트)",초록어린이집,A,우수,우수,우수,우수,2023.08
208,용산구,"(04387) 서울특별시 용산구 서빙고로 17 102동 1,2,3층",큰나래어린이집,A,우수,우수,우수,우수,2022.06
209,용산구,"(04355) 서울특별시 용산구 백범로 260 효창파크푸르지오아파트 104동, 1층",푸른꿈어린이집,B,우수,보통,우수,우수,2021.08
210,용산구,"(04358) 서울특별시 용산구 효창원로 17 104동 103호(산천동, 리버힐삼성아파트)",푸른숲속어린이집,A,우수,우수,우수,우수,2021.03
211,용산구,(04408) 서울특별시 용산구 우사단로10길 115 765-23,하늘빛어린이집,A,우수,우수,우수,우수,2020.01
212,용산구,(04392) 서울특별시 용산구 장문로 27 청화아파트 3동 103호,하랑어린이집,A,우수,우수,우수,우수,2023.08
213,용산구,(04307) 서울특별시 용산구 효창원로86라길 31-10 현대휴먼101호 (청파동1가),하연어린이집,A,우수,우수,우수,우수,2022.03
214,용산구,(04385) 서울특별시 용산구 서빙고로 35 111호~113호(용산시티파크1단지),한강로어린이집,A,우수,우수,우수,우수,2022.08
215,용산구,(04400) 서울특별시 용산구 대사관로5길 1 (한남동),한남어린이집,B,우수,우수,보통,우수,2023.09
216,용산구,"(04381) 서울특별시 용산구 이촌로34길 29 이촌동, 현대한강아파트 관리동",해늘어린이집,A,우수,우수,우수,우수,2023.1
217,용산구,(04338) 서울특별시 용산구 소월로20길 43 해방어린이집 (용산동2가),해방어린이집,A,우수,우수,우수,우수,2022.1
218,용산구,(04394) 서울특별시 용산구 장문로19길 31 ,해솔어린이집,A,우수,우수,우수,우수,2022.03
219,용산구,(04306) 서울특별시 용산구 효창원로86가길 28 (청파동1가),햇빛어린이집,A,우수,우수,우수,우수,2022.06
220,용산구,"(04368) 서울특별시 용산구 원효로 216 109동 104호(신계동, 용산E편한세상)",햇살꼬마숲어린이집,A,우수,우수,우수,우수,2020.03
221,용산구,(04368) 서울특별시 용산구 원효로 216 신계동49 이편한테마트 1층 101호,행복한어린이집,A,우수,우수,우수,우수,2023.03
222,용산구,(04319) 서울특별시 용산구 효창원로69길 14-3 (효창동),효창어린이집,A,우수,우수,우수,우수,2023.09
223,용산구,(04335) 서울특별시 용산구 두텁바위로1길 86 (후암동),후암어린이집,A,우수,우수,우수,우수,2022.1
224,성동구,"(04800) 서울특별시 성동구 동일로 263 102동 101호(송정동, 건영아파트)",건영아이자람어린이집,C,보통,보통,개선필요,보통,2022.06
225,성동구,"(04713) 서울특별시 성동구 행당로 79 120동 102호(행당동, 대림이편한세상아파트)",고운꽃뜰 어린이집,A,우수,우수,우수,우수,2023.08
226,성동구,"(04792) 서울특별시 성동구 성수동2가 성수일로10길 33 1층 (성수동2가, 성락교회)",곤지잼잼 어린이집,A,우수,우수,우수,우수,2023.08
227,성동구,(04741) 서울특별시 성동구 독서당로62길 43 6동 105호,구립 가람어린이집,A,우수,우수,우수,우수,2023.1
228,성동구,(04732) 서울특별시 성동구 독서당로 175 ,구립 극동그린어린이집,A,우수,우수,우수,우수,2023.03
229,성동구,"(04721) 서울특별시 성동구 난계로 73 101동 110호(하왕십리동, 극동미라주 아파트)",구립 극동미라주어린이집,A,우수,우수,우수,우수,2021.07
230,성동구,(04719) 서울특별시 성동구 독서당로57가길 24 금봉어린이집,구립 금봉어린이집,A,우수,우수,우수,우수,2019.11
231,성동구,(04738) 서울특별시 성동구 독서당로46길 26 (금호동4가),구립 금사어린이집,A,우수,우수,우수,우수,2022.1
232,성동구,(04726) 서울특별시 성동구 금호동3가 금호산길 14 ,구립 금삼어린이집,A,우수,우수,우수,우수,2022.06
233,성동구,(04731) 서울특별시 성동구 매봉18길 1 (옥수동),구립 금옥어린이집,A,우수,우수,우수,우수,2020.01
234,성동구,(04718) 서울특별시 성동구 난계로 18 (금호동1가),구립 금일어린이집,A,우수,우수,우수,우수,2023.12
235,성동구,(04722) 서울특별시 성동구 금호동2가 매봉18길 125 금호어린이집,구립 금호어린이집,A,우수,우수,우수,우수,2023.02
236,성동구,(04728) 서울특별시 성동구 금호로 117 (금호동2가) 금호자이1차아파트 관리동 1층 (104동 앞),구립 금호자이미소어린이집,A,우수,우수,우수,우수,2019.1
237,성동구,(04729) 서울특별시 성동구 금호동3가 금호산8길 14 금호자이2차아파트 내,구립 금호자이햇살어린이집,B,우수,보통,우수,우수,2019.11
238,성동구,(04711) 서울특별시 성동구 난계로 114-31 104-102(하왕십리동),구립 금호키움어린이집,A,우수,우수,우수,우수,2023.1
239,성동구,(04701) 서울특별시 성동구 마장로 164 ,구립 꽃초롱어린이집,A,우수,우수,우수,우수,2023.11
240,성동구,(04804) 서울특별시 성동구 용답중앙길 49 (용답동),구립 단비어린이집,A,우수,우수,우수,우수,2022.06
241,성동구,(04721) 서울특별시 성동구 행당로 15 (금호동1가),구립 대현어린이집,A,우수,우수,우수,우수,2022.07
242,성동구,(04707) 서울특별시 성동구 왕십리로30길 17-1 ,구립 도선어린이집,A,우수,우수,우수,우수,2022.07
243,성동구,(04733) 서울특별시 성동구 매봉길 17 래미안리버젠 2단지,구립 독서당어린이집,A,우수,우수,우수,우수,2021.07
244,성동구,(04747) 서울특별시 성동구 고산자로2길 13 구립동아어린이집,구립 동아어린이집,A,우수,우수,우수,우수,2023.05
245,성동구,(04724) 서울특별시 성동구 금호동3가 금호산9길 9 (금호동3가),구립 동호어린이집,A,우수,우수,우수,우수,2022.08
246,성동구,(04733) 서울특별시 성동구 매봉길 15 래미안리버젠아파트 관리동,구립 래미안리버젠어린이집,B,우수,우수,우수,보통,2020.01
247,성동구,(04728) 서울특별시 성동구 금호동2가 금호로 107 래미안하이리버아파트 관리동,구립 래미안하이리버어린이집,A,우수,우수,우수,우수,2019.1
248,성동구,(04757) 서울특별시 성동구 마장로44길 10 (마장동),구립 마장어린이집,A,우수,우수,우수,우수,2022.07
249,성동구,(04753) 서울특별시 성동구 마장로35길 76 마장현대아파트 관리동 1층,구립 마장현대어린이집,A,우수,우수,우수,우수,2023.08
250,성동구,(04731) 서울특별시 성동구 매봉길 51 (옥수동 528-2),구립 맑은샘어린이집,A,우수,우수,우수,우수,2023.08
251,성동구,(04731) 서울특별시 성동구 매봉길 88 ,구립 매봉도담어린이집,A,우수,우수,우수,우수,2023.05
252,성동구,(04711) 서울특별시 성동구 난계로 114-31 금호베스트빌아파트 임대관리동 (하왕십리동),구립 무학어린이집,A,우수,우수,우수,우수,2022.06
253,성동구,"(04718) 서울특별시 성동구 금호동1가 행당로6길 2 (금호동1가, 금호벽산제2관리소 2층)",구립 벽산어린이집,A,우수,우수,우수,우수,2021.07
254,성동구,(04753) 서울특별시 성동구 마장로39길 31 ,구립 별하어린이집,A,우수,우수,우수,우수,2023.11
255,성동구,(04773) 서울특별시 성동구 왕십리로 36 강변건영아파트 관리동 2층 (성수동1가),구립 빛초롱어린이집,A,우수,우수,우수,우수,2023.12
256,성동구,(04728) 서울특별시 성동구 금호로 111 (금호동2가) 래미안하이리버 임대동 1층,구립 사과꽃어린이집,A,우수,우수,우수,우수,2023.11
257,성동구,(04761) 서울특별시 성동구 사근동길 37 (사근동),구립 사근다솜어린이집,A,우수,우수,우수,우수,2022.07
258,성동구,(04728) 서울특별시 성동구 금호동2가 금호로 107 105동 102호,구립 새솔어린이집,A,우수,우수,우수,우수,2019.1
259,성동구,(04704) 서울특별시 성동구 청계천로 546 (마장동),구립 서마어린이집,A,우수,우수,우수,우수,2023.02
260,성동구,(04765) 서울특별시 성동구 왕십리로 241 서울숲더샵아 1층,구립 서울숲더샵어린이집,A,우수,우수,우수,우수,2023.02
261,성동구,(04745) 서울특별시 성동구 고산자로2길 65 행당동 100번지일대(행당6구역),구립 서울숲리버뷰자이어린이집,B,보통,우수,우수,우수,2023.08
262,성동구,(04737) 서울특별시 성동구 금호동4가 금호로 17 서울숲 푸르지오2차 관리동,구립 서울숲어린이집,A,우수,우수,우수,우수,2019.09
263,성동구,(04775) 서울특별시 성동구 성수이로3길 14-7 ,구립 성덕어린이집,A,우수,우수,우수,우수,2022.06
264,성동구,(04704) 서울특별시 성동구 청계천로 506 (성동종합사회복지관3층),구립 성모어린이집,B,우수,우수,보통,우수,2022.07
265,성동구,(04795) 서울특별시 성동구 성수동2가 광나루로 242-17 ,구립 성삼보듬이나눔이어린이집,A,우수,우수,우수,우수,2021.07
266,성동구,"(04794) 서울특별시 성동구 성수동2가 성수일로8길 47 관리동 (성수동2가, 성수동 롯데캐슬파크)",구립 성수롯데캐슬어린이집,A,우수,우수,우수,우수,2023.11
267,성동구,"(04795) 서울특별시 성동구 성수이로 137 관리동 1층 (성수동2가, 성수동아이파크)",구립 성수아이파크어린이집,A,우수,우수,우수,우수,2023.08
268,성동구,(04792) 서울특별시 성동구 광나루로2길 14 (성수동2가),구립 성수어린이집,A,우수,우수,우수,우수,2022.08
269,성동구,(04780) 서울특별시 성동구 뚝섬로3길 18 (성수동1가),구립 성원어린이집,A,우수,우수,우수,우수,2022.08
270,성동구,(04776) 서울특별시 성동구 성수동2가 성수이로6길 10-2 ,구립 성이어린이집,A,우수,우수,우수,우수,2023.02
271,성동구,(04788) 서울특별시 성동구 왕십리로16길 12-21 (성수동1가),구립 성일어린이집,A,우수,우수,우수,우수,2022.06
272,성동구,"(04701) 서울특별시 성동구 왕십리로 410 하왕십리동, 123동",구립 센트라스나래어린이집,A,우수,우수,우수,우수,2021.07
273,성동구,"(04701) 서울특별시 성동구 왕십리로 410 129동(하왕십리동, 센트라스)",구립 센트라스라온어린이집,A,우수,우수,우수,우수,2021.07
274,성동구,"(04701) 서울특별시 성동구 왕십리로 410 하왕십리동, 센트라스 101동",구립 센트라스아띠어린이집,A,우수,우수,우수,우수,2021.07
275,성동구,"(04701) 서울특별시 성동구 왕십리로 410 하왕십리동, 센트라스 128동",구립 센트라스으뜸어린이집,A,우수,우수,우수,우수,2021.07
276,성동구,(04801) 서울특별시 성동구 송정12길 1 ,구립 송정햇살어린이집,A,우수,우수,우수,우수,2023.11
277,성동구,(04800) 서울특별시 성동구 송정18가길 29 (송정동),구립 송화어린이집,C,우수,우수,개선필요,우수,2022.06
278,성동구,(04711) 서울특별시 성동구 무학봉길 35 ,구립 스위첸숲속어린이집,A,우수,우수,우수,우수,2023.1
279,성동구,(04722) 서울특별시 성동구 금호동2가 금호로 173 신금호파크자이 관리동,구립 신금호자이어린이집,A,우수,우수,우수,우수,2020.01
280,성동구,(04701) 서울특별시 성동구 난계로 160 ,구립 양지어린이집,A,우수,우수,우수,우수,2023.03
281,성동구,(04736) 서울특별시 성동구 한림말길 16-5 ,구립 연꽃어린이집,A,우수,우수,우수,우수,2023.02
282,성동구,"(04731) 서울특별시 성동구 매봉길 50 110동 (옥수동, 옥수파크힐스 1단지)",구립 옥수파크어린이집,A,우수,우수,우수,우수,2021.07
283,성동구,"(04731) 서울특별시 성동구 매봉길 50 (옥수동, 옥수파크힐스 2단지)",구립 옥수힐스어린이집,A,우수,우수,우수,우수,2021.07
284,성동구,(04707) 서울특별시 성동구 무학로6길 9 ,구립 왕도어린이집,A,우수,우수,우수,우수,2023.02
285,성동구,(04750) 서울특별시 성동구 고산자로 262 구립 왕십리어린이집,구립 왕십리어린이집,B,우수,보통,우수,우수,2022.04
286,성동구,(04711) 서울특별시 성동구 난계로 100 ,구립 왕십리자이어린이집,A,우수,우수,우수,우수,2022.09
287,성동구,(04714) 서울특별시 성동구 무학봉16길 9-3 ,구립 왕십리하나어린이집,B,우수,우수,우수,보통,2020.11
288,성동구,(04806) 서울특별시 성동구 자동차시장길 22 용답어린이집,구립 용답어린이집,A,우수,우수,우수,우수,2022.08
289,성동구,(04714) 서울특별시 성동구 왕십리로21길 26-1 3층,구립 우리어린이집,A,우수,우수,우수,우수,2018.08
290,성동구,(04745) 서울특별시 성동구 고산자로10길 18 (행당동),구립 은행어린이집,A,우수,우수,우수,우수,2022.07
291,성동구,(04742) 서울특별시 성동구 독서당로60길 12-7,구립 응봉어린이집,A,우수,우수,우수,우수,2022.06
292,성동구,"(04727) 서울특별시 성동구 금호로 140 (금호동1가, e편한세상 금호파크힐스아파트 104동 앞)",구립 이편한세상금호어린이집,A,우수,우수,우수,우수,2023.02
293,성동구,(04774) 서울특별시 성동구 둘레3길 18 (성수동1가),구립 진터마루어린이집,A,우수,우수,우수,우수,2023.02
294,성동구,"(04702) 서울특별시 성동구 무학로 33 114동 1층 (하왕십리동, 텐즈힐1단지)",구립 텐즈아이어린이집,A,우수,우수,우수,우수,2023.03
295,성동구,(04700) 서울특별시 성동구 마장로 137 ,구립 텐즈힐두리어린이집,A,우수,우수,우수,우수,2023.03
